company_name,company_name_ch,company_number,company_category,country_of_origin,incorporated,uri,primary_node,node_label,chain_position,secondary_node,review_needed,review_reason,sic_codes_full,matched_sic_code,matched_sic_text,sic_confidence,sic_tier,sic_source,oecd_activity_category,requires_defence_check,website,description,location_hint,ukspacetech_category,address_line1,address_line2,post_town,county,country,postcode,source_ch,source_uksd,source_scc,source_esa,source_website,supply_hierarchy,defence_primary,space_peripheral,ch_verified,notes,data_collection_date,extraction_source,match_type,confidence_level,primary_node_original,ch_name,ch_status,ch_type,ch_sic_codes,ch_postcode,ch_locality,ch_region,ch_country,ch_incorporated,pipeline_status,pipeline_reason,pipeline_date,ukspace_category,ukspace_profile_url,source_ukspace,space_probability,ml_classification_date,ml_version,classification_reason
AEROFIX ENGINEERING LTD,AEROFIX ENGINEERING LTD,16713604,Private Limited Company,United Kingdom,12/09/2025,http://business.data.gov.uk/id/company/16713604,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,42 SHACKLETON ROAD,,CRAWLEY,,ENGLAND,RH10 5BX,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,AEROFIX ENGINEERING LTD,active,ltd,33160,RH10 5BX,Crawley,,England,2025-09-12,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.6228261947727552,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
AEROFIX LIMITED,AEROFIX LIMITED,16881020,Private Limited Company,United Kingdom,28/11/2025,http://business.data.gov.uk/id/company/16881020,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,16 HEOL LAS,NORTH CORNELLY,BRIDGEND,,WALES,CF33 4AS,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,AEROFIX LIMITED,active,ltd,33160,CF33 4AS,Bridgend,,Wales,2025-11-28,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.6399649524908613,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
AEROFLEX31 LTD,AEROFLEX31 LTD,16330809,Private Limited Company,United Kingdom,20/03/2025,http://business.data.gov.uk/id/company/16330809,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | 47910 - Retail sale via mail order houses or via Internet | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,UNIT A,82 JAMES CARTER ROAD,MILDENHALL,,UNITED KINGDOM,IP28 7DE,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,AEROFLEX31 LTD,active,ltd,"33160, 47910",IP28 7DE,Mildenhall,,United Kingdom,2025-03-20,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.4313255004502628,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
AEROGRIFF LTD,AEROGRIFF LTD,11194858,Private Limited Company,United Kingdom,08/02/2018,http://business.data.gov.uk/id/company/11194858,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,STIRLING HOUSE DENNY END ROAD,WATERBEACH,CAMBRIDGE,CAMBRIDGESHIRE,ENGLAND,CB25 9PB,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,AEROGRIFF LTD,active,ltd,33160,CB25 9PB,Cambridge,Cambridgeshire,England,2018-02-08,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.6419244074277329,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
AEROGUARD LTD,AEROGUARD LTD,14817112,Private Limited Company,United Kingdom,20/04/2023,http://business.data.gov.uk/id/company/14817112,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,71-75 SHELTON STREET,COVENT GARDEN,LONDON,,UNITED KINGDOM,WC2H 9JQ,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,AEROGUARD LTD,active,ltd,33160,WC2H 9JQ,London,,United Kingdom,2023-04-20,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.65208683672832,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
AEROINTEL LTD,AEROINTEL LTD,16397445,Private Limited Company,United Kingdom,21/04/2025,http://business.data.gov.uk/id/company/16397445,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,30300 - Manufacture of air and spacecraft and related machinery | 32990 - Other manufacturing n.e.c. | 71122 - Engineering related scientific and technical consulting activities | 85590 - Other education n.e.c.,30300.0,30300 - Manufacture of air and spacecraft and related machinery,High,Tier 1,ONS SIC 2007 index: space shuttles (manufacture),,Yes,,,,,FLAT 3,16 SANDY GROVE,SALFORD,,ENGLAND,M6 8QX,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,AEROINTEL LTD,active,ltd,"30300, 32990, 71122, 85590",M6 8QX,Salford,,England,2025-04-21,review,SIC 30300 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.8491573243232899,2026-07-23,v2,SIC 30300 — no space keyword — aviation default
AEROKAST LTD,AEROKAST LTD,16296717,Private Limited Company,United Kingdom,06/03/2025,http://business.data.gov.uk/id/company/16296717,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,3 ANDERSON COURT,NEWNHAM ROAD,CAMBRIDGE,CAMBRIDGESHIRE,ENGLAND,CB3 9EZ,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,AEROKAST LTD,active,ltd,33160,CB3 9EZ,Cambridge,Cambridgeshire,England,2025-03-06,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.6567705064600485,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
AEROLOGIC SYSTEMS LTD,AEROLOGIC SYSTEMS LTD,16795636,Private Limited Company,United Kingdom,20/10/2025,http://business.data.gov.uk/id/company/16795636,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,30300 - Manufacture of air and spacecraft and related machinery | 30400 - Manufacture of military fighting vehicles | nan | nan,30300.0,30300 - Manufacture of air and spacecraft and related machinery,High,Tier 1,ONS SIC 2007 index: space shuttles (manufacture),,Yes,,,,,5 BROOKFIELD ROAD,COMBERBACH,NORTHWICH,,ENGLAND,CW9 6AZ,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,AEROLOGIC SYSTEMS LTD,active,ltd,"30300, 30400",CW9 6AZ,Northwich,,England,2025-10-20,review,SIC 30300 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.886729045906434,2026-07-23,v2,SIC 30300 — no space keyword — aviation default
AEROLUX DETAILING LTD,AEROLUX DETAILING LTD,16976751,Private Limited Company,United Kingdom,21/01/2026,http://business.data.gov.uk/id/company/16976751,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,30 THORNBURY GROVE,,BRADFORD,,ENGLAND,BD3 8HA,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,AEROLUX DETAILING LTD,active,ltd,33160,BD3 8HA,Bradford,,England,2026-01-21,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.5893479755918957,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
AEROMAN LTD,AEROMAN LTD,15837704,Private Limited Company,United Kingdom,15/07/2024,http://business.data.gov.uk/id/company/15837704,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,30300 - Manufacture of air and spacecraft and related machinery | 33160 - Repair and maintenance of aircraft and spacecraft | nan | nan,30300.0,30300 - Manufacture of air and spacecraft and related machinery,High,Tier 1,ONS SIC 2007 index: space shuttles (manufacture),,Yes,,,,,F20 STIRLING HOUSE DENNY END ROAD,WATERBEACH,CAMBRIDGE,CAMBRIDGESHIRE,ENGLAND,CB25 9PB,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,AEROMAN LTD,active,ltd,"30300, 33160",CB25 9PB,Cambridge,Cambridgeshire,England,2024-07-15,review,SIC 30300 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.8819089172680584,2026-07-23,v2,SIC 30300 — no space keyword — aviation default
AEROMARIO LTD,AEROMARIO LTD,10537723,Private Limited Company,United Kingdom,22/12/2016,http://business.data.gov.uk/id/company/10537723,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,"UNIT 7 BEECH AVENUE BUSINESS PARK, BEECH AVENUE",TAVERHAM,NORWICH,NORFOLK,ENGLAND,NR8 6HW,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,AEROMARIO LTD,active,ltd,33160,NR8 6HW,Norwich,Norfolk,England,2016-12-22,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.6217398548087828,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
AEROMAT LTD,AEROMAT LTD,SC766953,Private Limited Company,United Kingdom,24/04/2023,http://business.data.gov.uk/id/company/SC766953,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | 71129 - Other engineering activities | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,5 PARKHOLM AVENUE,,GLASGOW,,SCOTLAND,G53 7WT,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,AEROMAT LTD,active,ltd,"33160, 71129",G53 7WT,Glasgow,,Scotland,2023-04-24,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.5636988155909886,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
AEROMECH LTD,AEROMECH LTD,13347645,Private Limited Company,United Kingdom,20/04/2021,http://business.data.gov.uk/id/company/13347645,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,STIRLING HOUSE DENNY END ROAD,WATERBEACH,CAMBRIDGE,,ENGLAND,CB25 9PB,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,AEROMECH LTD,active,ltd,33160,CB25 9PB,Cambridge,,England,2021-04-20,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.6376799614610825,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
AERONEXA LTD,AERONEXA LTD,14285545,Private Limited Company,United Kingdom,09/08/2022,http://business.data.gov.uk/id/company/14285545,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,AEROSPACE LOGISTICS CENTRE UNIT 2B,DUNHAMS LANE,LETCHWORTH GARDEN CITY,,ENGLAND,SG6 1BE,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,AERONEXA LTD,active,ltd,33160,CM14 4EL,Brentwood,Essex,United Kingdom,2022-08-09,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.6536239220691957,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
AERONICNAT LTD,AERONICNAT LTD,10687421,Private Limited Company,United Kingdom,23/03/2017,http://business.data.gov.uk/id/company/10687421,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,40 THORLEYE ROAD,,CAMBRIDGE,,ENGLAND,CB5 8NF,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,AERONICNAT LTD,active,ltd,33160,CB5 8NF,Cambridge,,England,2017-03-23,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.7115301028925707,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
AEROPAIR SERVICES SCOTLAND LTD,AEROPAIR SERVICES SCOTLAND LTD,SC841250,Private Limited Company,United Kingdom,14/03/2025,http://business.data.gov.uk/id/company/SC841250,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,"25290 - Manufacture of other tanks, reservoirs and containers of metal | 33160 - Repair and maintenance of aircraft and spacecraft | 33190 - Repair of other equipment | nan",33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,120 FIFTY PITCHES ROAD,,GLASGOW,,SCOTLAND,G51 4EB,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,AEROPAIR SERVICES SCOTLAND LTD,active,ltd,"25290, 33160, 33190",G51 4EB,Glasgow,,Scotland,2025-03-14,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.578985375429394,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
AEROPLANE WORKSHOP LTD,AEROPLANE WORKSHOP LTD,12000352,Private Limited Company,United Kingdom,16/05/2019,http://business.data.gov.uk/id/company/12000352,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,11A RUSKIN ROAD,,EASTLEIGH,,ENGLAND,SO50 4JR,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,AEROPLANE WORKSHOP LTD,active,ltd,33160,SO50 4JR,Eastleigh,,England,2019-05-16,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.6593885160962106,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
AERORAIL LTD,AERORAIL LTD,13950117,Private Limited Company,United Kingdom,02/03/2022,http://business.data.gov.uk/id/company/13950117,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,2 THE PRECINCT,REST BAY,PORTHCAWL,BRIDGEND,UNITED KINGDOM,CF36 3RF,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,AERORAIL LTD,active,ltd,33160,CF36 3RF,Porthcawl,Bridgend,United Kingdom,2022-03-02,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.6463941144117384,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
